tf_idx,string_id,uniprot_id,name
801,3847.I1J945,I1J945,I1J945_SOYBN
802,3847.I1J976,I1J976,I1J976_SOYBN
803,3847.I1J993,I1J993,I1J993_SOYBN
804,3847.I1J9C8,I1J9C8,I1J9C8_SOYBN
805,3847.I1J9I4,I1J9I4,RLK3
806,3847.I1J9J5,I1J9J5,I1J9J5_SOYBN
807,3847.I1J9Q1,I1J9Q1,SPK-1
808,3847.I1J9Q4,I1J9Q4,I1J9Q4_SOYBN
809,3847.I1J9S8,I1J9S8,I1J9S8_SOYBN
810,3847.I1J9S9,I1J9S9,I1J9S9_SOYBN
811,3847.I1J9W9,I1J9W9,I1J9W9_SOYBN
812,3847.I1J9Z9,I1J9Z9,I1J9Z9_SOYBN
813,3847.I1JA00,I1JA00,I1JA00_SOYBN
814,3847.I1JA36,I1JA36,I1JA36_SOYBN
815,3847.I1JAC7,I1JAC7,WRKY12
816,3847.I1JAC9,I1JAC9,I1JAC9_SOYBN
817,3847.I1JAE5,I1JAE5,I1JAE5_SOYBN
818,3847.I1JB39,I1JB39,I1JB39_SOYBN
819,3847.I1JB52,I1JB52,I1JB52_SOYBN
820,3847.I1JB91,I1JB91,I1JB91_SOYBN
821,3847.I1JB92,I1JB92,I1JB92_SOYBN
822,3847.I1JBB6,I1JBB6,I1JBB6_SOYBN
823,3847.I1JBE7,I1JBE7,I1JBE7_SOYBN
824,3847.I1JBJ0,I1JBJ0,I1JBJ0_SOYBN
825,3847.I1JBN3,I1JBN3,I1JBN3_SOYBN
826,3847.I1JBT3,I1JBT3,GSTU6
827,3847.I1JBT5,I1JBT5,GSTU8
828,3847.I1JBU9,I1JBU9,MYB138
829,3847.I1JC04,I1JC04,I1JC04_SOYBN
830,3847.I1JC07,I1JC07,I1JC07_SOYBN
831,3847.I1JC46,I1JC46,I1JC46_SOYBN
832,3847.I1JCG2,I1JCG2,I1JCG2_SOYBN
833,3847.I1JCJ6,I1JCJ6,I1JCJ6_SOYBN
834,3847.I1JCP4,I1JCP4,I1JCP4_SOYBN
835,3847.I1JCP6,I1JCP6,I1JCP6_SOYBN
836,3847.I1JCR3,I1JCR3,I1JCR3_SOYBN
837,3847.I1JD10,I1JD10,I1JD10_SOYBN
838,3847.I1JD21,I1JD21,I1JD21_SOYBN
839,3847.I1JD43,I1JD43,GMPHR3
840,3847.I1JD63,I1JD63,I1JD63_SOYBN
841,3847.I1JD93,I1JD93,I1JD93_SOYBN
842,3847.I1JDI1,I1JDI1,I1JDI1_SOYBN
843,3847.I1JDJ6,I1JDJ6,I1JDJ6_SOYBN
844,3847.I1JDM5,I1JDM5,I1JDM5_SOYBN
845,3847.I1JDW0,I1JDW0,I1JDW0_SOYBN
846,3847.I1JEC8,I1JEC8,WRKY28
847,3847.I1JEL2,I1JEL2,I1JEL2_SOYBN
848,3847.I1JEM4,I1JEM4,I1JEM4_SOYBN
849,3847.I1JET7,I1JET7,GMBZIP1
850,3847.I1JEU3,I1JEU3,I1JEU3_SOYBN
851,3847.I1JEX5,I1JEX5,I1JEX5_SOYBN
852,3847.I1JF19,I1JF19,I1JF19_SOYBN
853,3847.I1JFE1,I1JFE1,I1JFE1_SOYBN
854,3847.I1JFH4,I1JFH4,GSTF1
855,3847.I1JFH5,I1JFH5,GSTF2
856,3847.I1JFM7,I1JFM7,I1JFM7_SOYBN
857,3847.I1JFQ0,I1JFQ0,I1JFQ0_SOYBN
858,3847.I1JFU0,I1JFU0,NAC011
859,3847.I1JFW8,I1JFW8,I1JFW8_SOYBN
860,3847.I1JG31,I1JG31,I1JG31_SOYBN
861,3847.I1JG49,I1JG49,GMPHR6
862,3847.I1JG74,I1JG74,I1JG74_SOYBN
863,3847.I1JGA1,I1JGA1,I1JGA1_SOYBN
864,3847.I1JGA6,I1JGA6,I1JGA6_SOYBN
865,3847.I1JGT5,I1JGT5,I1JGT5_SOYBN
866,3847.I1JGV0,I1JGV0,I1JGV0_SOYBN
867,3847.I1JGX9,I1JGX9,I1JGX9_SOYBN
868,3847.I1JGZ4,I1JGZ4,I1JGZ4_SOYBN
869,3847.I1JGZ8,I1JGZ8,I1JGZ8_SOYBN
870,3847.I1JH02,I1JH02,I1JH02_SOYBN
871,3847.I1JH37,I1JH37,I1JH37_SOYBN
872,3847.I1JH85,I1JH85,NAC012
873,3847.I1JHA1,I1JHA1,I1JHA1_SOYBN
874,3847.I1JHK8,I1JHK8,I1JHK8_SOYBN
875,3847.I1JHS3,I1JHS3,I1JHS3_SOYBN
876,3847.I1JHW1,I1JHW1,I1JHW1_SOYBN
877,3847.I1JHY8,I1JHY8,I1JHY8_SOYBN
878,3847.I1JI12,I1JI12,I1JI12_SOYBN
879,3847.I1JIA1,I1JIA1,I1JIA1_SOYBN
880,3847.I1JIS5,I1JIS5,I1JIS5_SOYBN
881,3847.I1JJ02,I1JJ02,I1JJ02_SOYBN
882,3847.I1JJ37,I1JJ37,I1JJ37_SOYBN
883,3847.I1JJ73,I1JJ73,CHL
884,3847.I1JJ77,I1JJ77,I1JJ77_SOYBN
885,3847.I1JJC4,I1JJC4,I1JJC4_SOYBN
886,3847.I1JJC8,I1JJC8,I1JJC8_SOYBN
887,3847.I1JJC9,I1JJC9,I1JJC9_SOYBN
888,3847.I1JJG1,I1JJG1,I1JJG1_SOYBN
889,3847.I1JJK1,I1JJK1,I1JJK1_SOYBN
890,3847.I1JJL8,I1JJL8,I1JJL8_SOYBN
891,3847.I1JJQ5,I1JJQ5,I1JJQ5_SOYBN
892,3847.I1JJT8,I1JJT8,I1JJT8_SOYBN
893,3847.I1JJU7,I1JJU7,I1JJU7_SOYBN
894,3847.I1JJW2,I1JJW2,I1JJW2_SOYBN
895,3847.I1JJW4,I1JJW4,I1JJW4_SOYBN
896,3847.I1JJX3,I1JJX3,I1JJX3_SOYBN
897,3847.I1JK11,I1JK11,I1JK11_SOYBN
898,3847.I1JK13,I1JK13,I1JK13_SOYBN
899,3847.I1JK61,I1JK61,I1JK61_SOYBN
900,3847.I1JK86,I1JK86,I1JK86_SOYBN
901,3847.I1JKE0,I1JKE0,I1JKE0_SOYBN
902,3847.I1JKK6,I1JKK6,I1JKK6_SOYBN
903,3847.I1JKM9,I1JKM9,I1JKM9_SOYBN
904,3847.I1JKW3,I1JKW3,I1JKW3_SOYBN
905,3847.I1JKY2,I1JKY2,I1JKY2_SOYBN
906,3847.I1JL75,I1JL75,I1JL75_SOYBN
907,3847.I1JMA2,I1JMA2,I1JMA2_SOYBN
908,3847.I1JMI7,I1JMI7,I1JMI7_SOYBN
909,3847.I1JML4,I1JML4,I1JML4_SOYBN
910,3847.I1JMP1,I1JMP1,I1JMP1_SOYBN
911,3847.I1JMQ9,I1JMQ9,I1JMQ9_SOYBN
912,3847.I1JMR6,I1JMR6,I1JMR6_SOYBN
913,3847.I1JMR7,I1JMR7,I1JMR7_SOYBN
914,3847.I1JMV1,I1JMV1,I1JMV1_SOYBN
915,3847.I1JN79,I1JN79,I1JN79_SOYBN
916,3847.I1JNC3,I1JNC3,I1JNC3_SOYBN
917,3847.I1JNE9,I1JNE9,I1JNE9_SOYBN
918,3847.I1JNG5,I1JNG5,I1JNG5_SOYBN
919,3847.I1JNH2,I1JNH2,I1JNH2_SOYBN
920,3847.I1JNJ7,I1JNJ7,GMPHR8
921,3847.I1JNM7,I1JNM7,I1JNM7_SOYBN
922,3847.I1JNQ2,I1JNQ2,I1JNQ2_SOYBN
923,3847.I1JNT5,I1JNT5,I1JNT5_SOYBN
924,3847.I1JNY9,I1JNY9,I1JNY9_SOYBN
925,3847.I1JP03,I1JP03,WRKY15
926,3847.I1JP30,I1JP30,I1JP30_SOYBN
927,3847.I1JP31,I1JP31,I1JP31_SOYBN
928,3847.I1JP51,I1JP51,I1JP51_SOYBN
929,3847.I1JP66,I1JP66,GMPHR9
930,3847.I1JP77,I1JP77,I1JP77_SOYBN
931,3847.I1JP80,I1JP80,I1JP80_SOYBN
932,3847.I1JP87,I1JP87,PDR12
933,3847.I1JP91,I1JP91,I1JP91_SOYBN
934,3847.I1JPH6,I1JPH6,GSTL1
935,3847.I1JPH9,I1JPH9,I1JPH9_SOYBN
936,3847.I1JPL9,I1JPL9,I1JPL9_SOYBN
937,3847.I1JQ39,I1JQ39,I1JQ39_SOYBN
938,3847.I1JQ86,I1JQ86,I1JQ86_SOYBN
939,3847.I1JQH3,I1JQH3,COL15
940,3847.I1JQS9,I1JQS9,WRKY41
941,3847.I1JQT7,I1JQT7,WRKY51
942,3847.I1JQW0,I1JQW0,I1JQW0_SOYBN
943,3847.I1JQX7,I1JQX7,I1JQX7_SOYBN
944,3847.I1JR10,I1JR10,I1JR10_SOYBN
945,3847.I1JR29,I1JR29,I1JR29_SOYBN
946,3847.I1JRF0,I1JRF0,I1JRF0_SOYBN
947,3847.I1JRG9,I1JRG9,I1JRG9_SOYBN
948,3847.I1JRN1,I1JRN1,I1JRN1_SOYBN
949,3847.I1JRQ8,I1JRQ8,I1JRQ8_SOYBN
950,3847.I1JRX6,I1JRX6,I1JRX6_SOYBN
951,3847.I1JRZ2,I1JRZ2,WRKY43
952,3847.I1JS07,I1JS07,I1JS07_SOYBN
953,3847.I1JS30,I1JS30,I1JS30_SOYBN
954,3847.I1JS76,I1JS76,GMERF3
955,3847.I1JSJ1,I1JSJ1,I1JSJ1_SOYBN
956,3847.I1JSK1,I1JSK1,I1JSK1_SOYBN
957,3847.I1JSK4,I1JSK4,I1JSK4_SOYBN
958,3847.I1JSN8,I1JSN8,I1JSN8_SOYBN
959,3847.I1JSP3,I1JSP3,I1JSP3_SOYBN
960,3847.I1JSQ4,I1JSQ4,I1JSQ4_SOYBN
961,3847.I1JSR9,I1JSR9,I1JSR9_SOYBN
962,3847.I1JSU9,I1JSU9,I1JSU9_SOYBN
963,3847.I1JTH1,I1JTH1,I1JTH1_SOYBN
964,3847.I1JTL7,I1JTL7,I1JTL7_SOYBN
965,3847.I1JTX5,I1JTX5,GMHSF-08
966,3847.I1JTZ8,I1JTZ8,I1JTZ8_SOYBN
967,3847.I1JTZ9,I1JTZ9,I1JTZ9_SOYBN
968,3847.I1JU19,I1JU19,I1JU19_SOYBN
969,3847.I1JU62,I1JU62,I1JU62_SOYBN
970,3847.I1JU69,I1JU69,I1JU69_SOYBN
971,3847.I1JU95,I1JU95,I1JU95_SOYBN
972,3847.I1JUC5,I1JUC5,I1JUC5_SOYBN
973,3847.I1JUD1,I1JUD1,I1JUD1_SOYBN
974,3847.I1JUN2,I1JUN2,WRKY50
975,3847.I1JUQ6,I1JUQ6,I1JUQ6_SOYBN
976,3847.I1JUT4,I1JUT4,I1JUT4_SOYBN
977,3847.I1JUU5,I1JUU5,I1JUU5_SOYBN
978,3847.I1JUW3,I1JUW3,I1JUW3_SOYBN
979,3847.I1JUY4,I1JUY4,I1JUY4_SOYBN
980,3847.I1JV05,I1JV05,I1JV05_SOYBN
981,3847.I1JV18,I1JV18,I1JV18_SOYBN
982,3847.I1JV21,I1JV21,I1JV21_SOYBN
983,3847.I1JV30,I1JV30,I1JV30_SOYBN
984,3847.I1JV49,I1JV49,I1JV49_SOYBN
985,3847.I1JV66,I1JV66,I1JV66_SOYBN
986,3847.I1JV96,I1JV96,I1JV96_SOYBN
987,3847.I1JVA4,I1JVA4,I1JVA4_SOYBN
988,3847.I1JVE9,I1JVE9,I1JVE9_SOYBN
989,3847.I1JVF0,I1JVF0,I1JVF0_SOYBN
990,3847.I1JVF1,I1JVF1,I1JVF1_SOYBN
991,3847.I1JVH7,I1JVH7,I1JVH7_SOYBN
992,3847.I1JW11,I1JW11,I1JW11_SOYBN
993,3847.I1JW29,I1JW29,I1JW29_SOYBN
994,3847.I1JW69,I1JW69,I1JW69_SOYBN
995,3847.I1JW77,I1JW77,I1JW77_SOYBN
996,3847.I1JW88,I1JW88,I1JW88_SOYBN
997,3847.I1JWR2,I1JWR2,I1JWR2_SOYBN
998,3847.I1JWT0,I1JWT0,I1JWT0_SOYBN
999,3847.I1JWV3,I1JWV3,MYBJ2
1000,3847.I1JX08,I1JX08,I1JX08_SOYBN
1001,3847.I1JX69,I1JX69,I1JX69_SOYBN
1002,3847.I1JXB2,I1JXB2,I1JXB2_SOYBN
1003,3847.I1JXB8,I1JXB8,I1JXB8_SOYBN
1004,3847.I1JXP3,I1JXP3,I1JXP3_SOYBN
1005,3847.I1JXU4,I1JXU4,I1JXU4_SOYBN
1006,3847.I1JXV4,I1JXV4,SPK-4
1007,3847.I1JY11,I1JY11,I1JY11_SOYBN
1008,3847.I1JY76,I1JY76,WRKY21
1009,3847.I1JYK3,I1JYK3,I1JYK3_SOYBN
1010,3847.I1JYS9,I1JYS9,I1JYS9_SOYBN
1011,3847.I1JYV1,I1JYV1,I1JYV1_SOYBN
1012,3847.I1JYV5,I1JYV5,I1JYV5_SOYBN
1013,3847.I1JYW5,I1JYW5,I1JYW5_SOYBN
1014,3847.I1JZU4,I1JZU4,I1JZU4_SOYBN
1015,3847.I1K0J3,I1K0J3,I1K0J3_SOYBN
1016,3847.I1K0U3,I1K0U3,I1K0U3_SOYBN
1017,3847.I1K0W9,I1K0W9,I1K0W9_SOYBN
1018,3847.I1K148,I1K148,I1K148_SOYBN
1019,3847.I1K161,I1K161,I1K161_SOYBN
1020,3847.I1K169,I1K169,I1K169_SOYBN
1021,3847.I1K189,I1K189,I1K189_SOYBN
1022,3847.I1K1C0,I1K1C0,I1K1C0_SOYBN
1023,3847.I1K1C4,I1K1C4,I1K1C4_SOYBN
1024,3847.I1K1M3,I1K1M3,I1K1M3_SOYBN
1025,3847.I1K1R0,I1K1R0,I1K1R0_SOYBN
1026,3847.I1K242,I1K242,I1K242_SOYBN
1027,3847.I1K249,I1K249,I1K249_SOYBN
1028,3847.I1K296,I1K296,I1K296_SOYBN
1029,3847.I1K2C5,I1K2C5,I1K2C5_SOYBN
1030,3847.I1K2E4,I1K2E4,I1K2E4_SOYBN
1031,3847.I1K2I7,I1K2I7,I1K2I7_SOYBN
1032,3847.I1K2J1,I1K2J1,I1K2J1_SOYBN
1033,3847.I1K2Q5,I1K2Q5,I1K2Q5_SOYBN
1034,3847.I1K2R3,I1K2R3,I1K2R3_SOYBN
1035,3847.I1K2V1,I1K2V1,I1K2V1_SOYBN
1036,3847.I1K2V4,I1K2V4,I1K2V4_SOYBN
1037,3847.I1K304,I1K304,I1K304_SOYBN
1038,3847.I1K313,I1K313,I1K313_SOYBN
1039,3847.I1K354,I1K354,I1K354_SOYBN
1040,3847.I1K375,I1K375,I1K375_SOYBN
1041,3847.I1K387,I1K387,I1K387_SOYBN
1042,3847.I1K390,I1K390,I1K390_SOYBN
1043,3847.I1K3B1,I1K3B1,I1K3B1_SOYBN
1044,3847.I1K3G6,I1K3G6,I1K3G6_SOYBN
1045,3847.I1K3K3,I1K3K3,EU4
1046,3847.I1K3Q0,I1K3Q0,I1K3Q0_SOYBN
1047,3847.I1K3R0,I1K3R0,I1K3R0_SOYBN
1048,3847.I1K3X7,I1K3X7,I1K3X7_SOYBN
1049,3847.I1K3Z8,I1K3Z8,I1K3Z8_SOYBN
1050,3847.I1K416,I1K416,I1K416_SOYBN
1051,3847.I1K479,I1K479,I1K479_SOYBN
1052,3847.I1K499,I1K499,I1K499_SOYBN
1053,3847.I1K4C2,I1K4C2,I1K4C2_SOYBN
1054,3847.I1K4K5,I1K4K5,I1K4K5_SOYBN
1055,3847.I1K4R6,I1K4R6,I1K4R6_SOYBN
1056,3847.I1K4S9,I1K4S9,I1K4S9_SOYBN
1057,3847.I1K535,I1K535,I1K535_SOYBN
1058,3847.I1K552,I1K552,I1K552_SOYBN
1059,3847.I1K5J8,I1K5J8,I1K5J8_SOYBN
1060,3847.I1K5R2,I1K5R2,I1K5R2_SOYBN
1061,3847.I1K5W1,I1K5W1,I1K5W1_SOYBN
1062,3847.I1K5W7,I1K5W7,I1K5W7_SOYBN
1063,3847.I1K5X5,I1K5X5,I1K5X5_SOYBN
1064,3847.I1K5X7,I1K5X7,I1K5X7_SOYBN
1065,3847.I1K638,I1K638,I1K638_SOYBN
1066,3847.I1K658,I1K658,I1K658_SOYBN
1067,3847.I1K678,I1K678,I1K678_SOYBN
1068,3847.I1K693,I1K693,I1K693_SOYBN
1069,3847.I1K6A3,I1K6A3,I1K6A3_SOYBN
1070,3847.I1K6B5,I1K6B5,I1K6B5_SOYBN
1071,3847.I1K6H9,I1K6H9,I1K6H9_SOYBN
1072,3847.I1K6R8,I1K6R8,I1K6R8_SOYBN
1073,3847.I1K6U5,I1K6U5,I1K6U5_SOYBN
1074,3847.I1K730,I1K730,I1K730_SOYBN
1075,3847.I1K734,I1K734,I1K734_SOYBN
1076,3847.I1K769,I1K769,I1K769_SOYBN
1077,3847.I1K774,I1K774,I1K774_SOYBN
1078,3847.I1K7C7,I1K7C7,I1K7C7_SOYBN
1079,3847.I1K7G0,I1K7G0,SMT2-2
1080,3847.I1K7P7,I1K7P7,I1K7P7_SOYBN
1081,3847.I1K818,I1K818,I1K818_SOYBN
1082,3847.I1K821,I1K821,I1K821_SOYBN
1083,3847.I1K8E9,I1K8E9,I1K8E9_SOYBN
1084,3847.I1K8M2,I1K8M2,I1K8M2_SOYBN
1085,3847.I1K8Q2,I1K8Q2,I1K8Q2_SOYBN
1086,3847.I1K8R1,I1K8R1,I1K8R1_SOYBN
1087,3847.I1K8V5,I1K8V5,I1K8V5_SOYBN
1088,3847.I1K8X7,I1K8X7,I1K8X7_SOYBN
1089,3847.I1K8Y7,I1K8Y7,I1K8Y7_SOYBN
1090,3847.I1K915,I1K915,I1K915_SOYBN
1091,3847.I1K9C5,I1K9C5,I1K9C5_SOYBN
1092,3847.I1K9E7,I1K9E7,I1K9E7_SOYBN
1093,3847.I1K9H2,I1K9H2,I1K9H2_SOYBN
1094,3847.I1K9J9,I1K9J9,I1K9J9_SOYBN
1095,3847.I1K9L1,I1K9L1,I1K9L1_SOYBN
1096,3847.I1K9L5,I1K9L5,I1K9L5_SOYBN
1097,3847.I1K9M7,I1K9M7,I1K9M7_SOYBN
1098,3847.I1K9R4,I1K9R4,I1K9R4_SOYBN
1099,3847.I1K9T7,I1K9T7,I1K9T7_SOYBN
1100,3847.I1K9Z3,I1K9Z3,I1K9Z3_SOYBN
1101,3847.I1KAA6,I1KAA6,NAC2
1102,3847.I1KAF0,I1KAF0,I1KAF0_SOYBN
1103,3847.I1KAL4,I1KAL4,I1KAL4_SOYBN
1104,3847.I1KAM9,I1KAM9,I1KAM9_SOYBN
1105,3847.I1KAR4,I1KAR4,I1KAR4_SOYBN
1106,3847.I1KAZ8,I1KAZ8,I1KAZ8_SOYBN
1107,3847.I1KB23,I1KB23,I1KB23_SOYBN
1108,3847.I1KB70,I1KB70,I1KB70_SOYBN
1109,3847.I1KBC5,I1KBC5,WRKY61
1110,3847.I1KBD0,I1KBD0,I1KBD0_SOYBN
1111,3847.I1KBD1,I1KBD1,GMBRI1A
1112,3847.I1KBS6,I1KBS6,I1KBS6_SOYBN
1113,3847.I1KBT7,I1KBT7,I1KBT7_SOYBN
1114,3847.I1KBW8,I1KBW8,I1KBW8_SOYBN
1115,3847.I1KBY8,I1KBY8,I1KBY8_SOYBN
1116,3847.I1KC49,I1KC49,I1KC49_SOYBN
1117,3847.I1KCB5,I1KCB5,I1KCB5_SOYBN
1118,3847.I1KCC0,I1KCC0,I1KCC0_SOYBN
1119,3847.I1KCM5,I1KCM5,I1KCM5_SOYBN
1120,3847.I1KCN1,I1KCN1,I1KCN1_SOYBN
1121,3847.I1KCP9,I1KCP9,I1KCP9_SOYBN
1122,3847.I1KDA6,I1KDA6,I1KDA6_SOYBN
1123,3847.I1KDB0,I1KDB0,I1KDB0_SOYBN
1124,3847.I1KDC0,I1KDC0,I1KDC0_SOYBN
1125,3847.I1KDE2,I1KDE2,I1KDE2_SOYBN
1126,3847.I1KDQ1,I1KDQ1,I1KDQ1_SOYBN
1127,3847.I1KDR5,I1KDR5,I1KDR5_SOYBN
1128,3847.I1KDT1,I1KDT1,I1KDT1_SOYBN
1129,3847.I1KDT3,I1KDT3,I1KDT3_SOYBN
1130,3847.I1KDU5,I1KDU5,I1KDU5_SOYBN
1131,3847.I1KDW8,I1KDW8,I1KDW8_SOYBN
1132,3847.I1KE01,I1KE01,NAC3
1133,3847.I1KE52,I1KE52,I1KE52_SOYBN
1134,3847.I1KE60,I1KE60,I1KE60_SOYBN
1135,3847.I1KE67,I1KE67,I1KE67_SOYBN
1136,3847.I1KE68,I1KE68,I1KE68_SOYBN
1137,3847.I1KE70,I1KE70,I1KE70_SOYBN
1138,3847.I1KE73,I1KE73,I1KE73_SOYBN
1139,3847.I1KE88,I1KE88,I1KE88_SOYBN
1140,3847.I1KE90,I1KE90,I1KE90_SOYBN
1141,3847.I1KE98,I1KE98,I1KE98_SOYBN
1142,3847.I1KEA9,I1KEA9,I1KEA9_SOYBN
1143,3847.I1KEB0,I1KEB0,I1KEB0_SOYBN
1144,3847.I1KEB1,I1KEB1,I1KEB1_SOYBN
1145,3847.I1KEB9,I1KEB9,I1KEB9_SOYBN
1146,3847.I1KEC5,I1KEC5,I1KEC5_SOYBN
1147,3847.I1KEF0,I1KEF0,I1KEF0_SOYBN
1148,3847.I1KEL6,I1KEL6,I1KEL6_SOYBN
1149,3847.I1KES7,I1KES7,I1KES7_SOYBN
1150,3847.I1KEW1,I1KEW1,I1KEW1_SOYBN
1151,3847.I1KEW2,I1KEW2,I1KEW2_SOYBN
1152,3847.I1KEX7,I1KEX7,I1KEX7_SOYBN
1153,3847.I1KEY5,I1KEY5,I1KEY5_SOYBN
1154,3847.I1KEZ6,I1KEZ6,I1KEZ6_SOYBN
1155,3847.I1KF36,I1KF36,I1KF36_SOYBN
1156,3847.I1KF87,I1KF87,I1KF87_SOYBN
1157,3847.I1KFQ4,I1KFQ4,I1KFQ4_SOYBN
1158,3847.I1KFU2,I1KFU2,GMBRL1B
1159,3847.I1KG08,I1KG08,I1KG08_SOYBN
1160,3847.I1KG69,I1KG69,I1KG69_SOYBN
1161,3847.I1KGC2,I1KGC2,I1KGC2_SOYBN
1162,3847.I1KGC3,I1KGC3,I1KGC3_SOYBN
1163,3847.I1KGJ0,I1KGJ0,I1KGJ0_SOYBN
1164,3847.I1KGL7,I1KGL7,I1KGL7_SOYBN
1165,3847.I1KGN0,I1KGN0,I1KGN0_SOYBN
1166,3847.I1KGQ5,I1KGQ5,I1KGQ5_SOYBN
1167,3847.I1KGT3,I1KGT3,I1KGT3_SOYBN
1168,3847.I1KGT5,I1KGT5,I1KGT5_SOYBN
1169,3847.I1KGX1,I1KGX1,I1KGX1_SOYBN
1170,3847.I1KH02,I1KH02,I1KH02_SOYBN
1171,3847.I1KH25,I1KH25,I1KH25_SOYBN
1172,3847.I1KH54,I1KH54,I1KH54_SOYBN
1173,3847.I1KHC5,I1KHC5,I1KHC5_SOYBN
1174,3847.I1KHN8,I1KHN8,I1KHN8_SOYBN
1175,3847.I1KHQ8,I1KHQ8,I1KHQ8_SOYBN
1176,3847.I1KHR7,I1KHR7,I1KHR7_SOYBN
1177,3847.I1KHU6,I1KHU6,I1KHU6_SOYBN
1178,3847.I1KHU7,I1KHU7,I1KHU7_SOYBN
1179,3847.I1KHV2,I1KHV2,I1KHV2_SOYBN
1180,3847.I1KHV6,I1KHV6,I1KHV6_SOYBN
1181,3847.I1KHX3,I1KHX3,WRKY55
1182,3847.I1KI50,I1KI50,MYB133
1183,3847.I1KI59,I1KI59,MPK4B
1184,3847.I1KI96,I1KI96,I1KI96_SOYBN
1185,3847.I1KIA8,I1KIA8,I1KIA8_SOYBN
1186,3847.I1KIG9,I1KIG9,I1KIG9_SOYBN
1187,3847.I1KIJ6,I1KIJ6,I1KIJ6_SOYBN
1188,3847.I1KIR3,I1KIR3,I1KIR3_SOYBN
1189,3847.I1KJ06,I1KJ06,I1KJ06_SOYBN
1190,3847.I1KJE0,I1KJE0,I1KJE0_SOYBN
1191,3847.I1KJK4,I1KJK4,I1KJK4_SOYBN
1192,3847.I1KJN6,I1KJN6,I1KJN6_SOYBN
1193,3847.I1KJP2,I1KJP2,I1KJP2_SOYBN
1194,3847.I1KJU3,I1KJU3,I1KJU3_SOYBN
1195,3847.I1KK55,I1KK55,I1KK55_SOYBN
1196,3847.I1KK57,I1KK57,GSTU24
1197,3847.I1KK59,I1KK59,I1KK59_SOYBN
1198,3847.I1KK63,I1KK63,GSTU28
1199,3847.I1KK66,I1KK66,GSTU30
1200,3847.I1KK68,I1KK68,I1KK68_SOYBN
1201,3847.I1KKF8,I1KKF8,I1KKF8_SOYBN
1202,3847.I1KKI3,I1KKI3,I1KKI3_SOYBN
1203,3847.I1KKK2,I1KKK2,I1KKK2_SOYBN
1204,3847.I1KKK4,I1KKK4,I1KKK4_SOYBN
1205,3847.I1KKW7,I1KKW7,I1KKW7_SOYBN
1206,3847.I1KKW8,I1KKW8,I1KKW8_SOYBN
1207,3847.I1KL26,I1KL26,I1KL26_SOYBN
1208,3847.I1KL36,I1KL36,I1KL36_SOYBN
1209,3847.I1KLA2,I1KLA2,I1KLA2_SOYBN
1210,3847.I1KLC3,I1KLC3,I1KLC3_SOYBN
1211,3847.I1KLI3,I1KLI3,I1KLI3_SOYBN
1212,3847.I1KLI7,I1KLI7,I1KLI7_SOYBN
1213,3847.I1KLQ0,I1KLQ0,I1KLQ0_SOYBN
1214,3847.I1KLT6,I1KLT6,I1KLT6_SOYBN
1215,3847.I1KLU0,I1KLU0,I1KLU0_SOYBN
1216,3847.I1KLV7,I1KLV7,I1KLV7_SOYBN
1217,3847.I1KLX0,I1KLX0,I1KLX0_SOYBN
1218,3847.I1KM93,I1KM93,I1KM93_SOYBN
1219,3847.I1KMA9,I1KMA9,LBD31
1220,3847.I1KMF4,I1KMF4,I1KMF4_SOYBN
1221,3847.I1KMK2,I1KMK2,I1KMK2_SOYBN
1222,3847.I1KMP6,I1KMP6,I1KMP6_SOYBN
1223,3847.I1KMT1,I1KMT1,I1KMT1_SOYBN
1224,3847.I1KMY0,I1KMY0,I1KMY0_SOYBN
1225,3847.I1KNI2,I1KNI2,I1KNI2_SOYBN
1226,3847.I1KNL7,I1KNL7,I1KNL7_SOYBN
1227,3847.I1KNS5,I1KNS5,I1KNS5_SOYBN
1228,3847.I1KNX7,I1KNX7,I1KNX7_SOYBN
1229,3847.I1KP38,I1KP38,I1KP38_SOYBN
1230,3847.I1KP65,I1KP65,WRKY25
1231,3847.I1KPF5,I1KPF5,I1KPF5_SOYBN
1232,3847.I1KPJ1,I1KPJ1,GMWRKY46
1233,3847.I1KPM3,I1KPM3,I1KPM3_SOYBN
1234,3847.I1KPP7,I1KPP7,I1KPP7_SOYBN
1235,3847.I1KPY1,I1KPY1,I1KPY1_SOYBN
1236,3847.I1KPY8,I1KPY8,I1KPY8_SOYBN
1237,3847.I1KPZ9,I1KPZ9,I1KPZ9_SOYBN
1238,3847.I1KQ06,I1KQ06,I1KQ06_SOYBN
1239,3847.I1KQ64,I1KQ64,MYB184
1240,3847.I1KQC2,I1KQC2,I1KQC2_SOYBN
1241,3847.I1KQE7,I1KQE7,I1KQE7_SOYBN
1242,3847.I1KQG7,I1KQG7,I1KQG7_SOYBN
1243,3847.I1KQI5,I1KQI5,I1KQI5_SOYBN
1244,3847.I1KQQ8,I1KQQ8,I1KQQ8_SOYBN
1245,3847.I1KQR8,I1KQR8,I1KQR8_SOYBN
1246,3847.I1KQT2,I1KQT2,I1KQT2_SOYBN
1247,3847.I1KQX5,I1KQX5,I1KQX5_SOYBN
1248,3847.I1KR51,I1KR51,I1KR51_SOYBN
1249,3847.I1KR58,I1KR58,I1KR58_SOYBN
1250,3847.I1KR96,I1KR96,I1KR96_SOYBN
1251,3847.I1KR98,I1KR98,I1KR98_SOYBN
